car,price,body,miles,engV,engType,registration,year,model,drive,Age
Nissan,7800,hatch,85,1.6,Other,yes,2008,TIIDA,full,11
Mercedes-Benz,4100,sedan,410,2.2,Diesel,yes,1998,E-Class,rear,21
Toyota,26900,crossover,118,2.7,Petrol,yes,2011,Land Cruiser Prado,full,8
Subaru,7999,sedan,155,2,Petrol,yes,2008,Legacy,full,11
Toyota,17300,other,135,3.5,Gas,yes,2009,Camry,front,10
Volkswagen,3500,hatch,220,2,Petrol,yes,1994,Golf III,front,25
Audi,3000,vagon,270,2.5,Diesel,yes,1998,A4,front,21
Audi,2500,vagon,280,2.5,Other,no,1999,A6,full,20
Mitsubishi,7700,sedan,139,1.5,Petrol,yes,2008,Lancer X,front,11
Mercedes-Benz,7600,sedan,384,2.8,Petrol,yes,2000,E-Class,rear,19
Renault,4999,sedan,114,1.4,Other,yes,2006,Clio,front,13
Toyota,18999,crossover,95,2,Petrol,yes,2011,Rav 4,full,8
Suzuki,6900,hatch,142,1.3,Petrol,yes,2007,Swift,front,12
Mercedes-Benz,32000,crossover,176,3.2,Gas,yes,2003,G 320,full,16
Subaru,11800,crossover,160,2,Petrol,yes,2008,Forester,full,11
Kia,7800,other,140,2,Petrol,yes,2007,Magentis,front,12
Lexus,70000,crossover,13,2,Petrol,yes,2016,RX 200,full,3
Nissan,7500,hatch,129,1.6,Petrol,yes,2008,Note,front,11
Opel,4400,other,280,1.8,Petrol,yes,1996,Vectra B,front,23
Volkswagen,35000,crossover,20,2,Diesel,yes,2014,Tiguan,full,5
Subaru,38900,crossover,1,2,Diesel,yes,2016,Forester,full,3
Mercedes-Benz,0,other,24,4.7,Petrol,yes,2014,S 500,full,5
Mercedes-Benz,0,crossover,35,3,Diesel,yes,2015,G 350,full,4
Mercedes-Benz,0,crossover,27,3,Diesel,yes,2015,G 350,full,4
Mercedes-Benz,0,van,12,2.2,Diesel,yes,2015,V 250,full,4
Mercedes-Benz,2700,sedan,350,3,Diesel,yes,1988,300,rear,31
BMW,23900,crossover,162,4.8,Petrol,yes,2007,X5,full,12
Mercedes-Benz,0,sedan,25,3,Diesel,yes,2014,S 350,full,5
Volkswagen,55500,crossover,47,3,Diesel,yes,2016,Touareg,full,3
Mercedes-Benz,0,sedan,20,3,Diesel,yes,2015,S 350,full,4
Mercedes-Benz,0,sedan,24,3,Diesel,yes,2015,S 350,full,4
Porsche,23500,crossover,136,3.6,Petrol,yes,2008,Cayenne,full,11
Mercedes-Benz,0,sedan,25,3,Diesel,yes,2014,S 350,full,5
Mercedes-Benz,187555,other,0,4.7,Petrol,yes,2016,S 500,full,3
Mercedes-Benz,109900,sedan,40,3,Diesel,yes,2014,S 350,full,5
Mercedes-Benz,0,sedan,20,3,Diesel,yes,2015,S 350,full,4
Mercedes-Benz,0,other,25,4.7,Petrol,yes,2014,S 500,full,5
Mercedes-Benz,116500,sedan,25,3,Diesel,yes,2015,S 350,full,4
Subaru,37900,crossover,0,2,Diesel,yes,2016,Forester,full,3
Subaru,0,crossover,1,2,Diesel,yes,2016,Forester,full,3
Mercedes-Benz,0,sedan,42,3,Diesel,yes,2014,S 350,full,5
BMW,64999,sedan,15,3,Petrol,yes,2012,640,rear,7
Mercedes-Benz,124000,crossover,0,3,Petrol,yes,2016,GLS 400,full,3
Honda,0,crossover,1,1.6,Diesel,yes,2016,CR-V,full,3
Hyundai,10200,other,82,2,Gas,yes,2008,Coupe,front,11
Toyota,0,crossover,1,4.5,Diesel,yes,2016,Land Cruiser 200,full,3
Renault,11700,crossover,90,1.5,Diesel,yes,2011,Duster,full,8
Toyota,18990,crossover,95,2,Petrol,yes,2011,Rav 4,full,8
Mitsubishi,9200,sedan,48,1.5,Petrol,yes,2008,Lancer X,front,11
Toyota,8900,other,180,2,Petrol,yes,2003,Rav 4,full,16
Porsche,68000,crossover,38,4.8,Petrol,yes,2012,Cayenne,full,7
Volkswagen,1450,hatch,200,1.8,Gas,no,1992,Golf III,front,27
Skoda,6000,hatch,145,1.2,Gas,yes,2008,Fabia,front,11
Citroen,10800,van,41,1.6,Petrol,yes,2012,C3 Picasso,front,7
Honda,26000,crossover,68,2,Petrol,yes,2012,CR-V,full,7
Citroen,11800,hatch,62,1.6,Gas,yes,2012,C4,front,7
Peugeot,7100,van,170,1.6,Diesel,yes,2011,Partner груз.,front,8
Hyundai,7400,hatch,112,1.4,Other,yes,2008,i30,front,11
Ford,1300,hatch,345,2,Gas,yes,1986,Scorpio,rear,33
Fiat,4800,hatch,113,1.2,Petrol,yes,2007,Punto,front,12
Skoda,6900,hatch,92,1.4,Petrol,yes,2009,Fabia,front,10
Mercedes-Benz,0,crossover,131,5,Petrol,yes,2008,G 500,full,11
Mitsubishi,1180,sedan,280,1.8,Diesel,yes,1986,Galant,front,33
Volkswagen,12999,van,250,1.9,Diesel,yes,2009,T5 (Transporter) пасс.,front,10
Ford,11200,sedan,15,1,Petrol,yes,2015,Focus,front,4
Mazda,8777,sedan,152,2.3,Petrol,yes,2008,6 MPS,full,11
Mitsubishi,10800,crossover,165,3,Gas,yes,2007,Pajero Sport,full,12
Volkswagen,31500,crossover,1,2,Petrol,yes,2014,Tiguan,full,5
Ford,4200,van,200,2,Diesel,yes,2003,Transit груз.,front,16
Kia,18700,crossover,34,2,Gas,yes,2012,Sportage,full,7
Renault,3750,hatch,232,1.8,Petrol,yes,1997,Laguna,front,22
Peugeot,9350,hatch,118,1.6,Diesel,yes,2012,308,front,7
BMW,11900,sedan,1,2.8,Petrol,yes,2002,528,rear,17
Toyota,12500,crossover,201,2,Petrol,yes,2006,Rav 4,full,13
ZAZ,1600,hatch,170,1.1,Petrol,yes,1998,1102 Таврия,front,21
VAZ,3550,hatch,93,1.6,Petrol,yes,2008,2114,front,11
Kia,6450,sedan,160,1.6,Petrol,yes,2007,Cerato,front,12
Ford,680,sedan,100,2.3,Gas,yes,1980,Granada,rear,39
Nissan,15000,other,96,3.5,Petrol,yes,2008,Altima,front,11
Mercedes-Benz,20500,sedan,222,5.5,Petrol,yes,2006,S 500,rear,13
Citroen,10600,hatch,5,1,Petrol,yes,2014,C1,front,5
Volkswagen,10900,vagon,185,1.4,Petrol,yes,2011,Golf VI,front,8
Mitsubishi,17500,crossover,170,3.8,Gas,yes,2008,Pajero Wagon,full,11
Toyota,8420,other,150,2.7,Gas,yes,2005,Tacoma,rear,14
VAZ,3900,crossover,163,1.7,Petrol,yes,2002,2121,full,17
Ford,26300,crossover,75,2,Diesel,yes,2014,Kuga,full,5
Mercedes-Benz,8000,sedan,300,2,Petrol,yes,2000,E-Class,rear,19
Suzuki,3499,hatch,57,1.3,Petrol,yes,1998,Swift,front,21
Volkswagen,13900,vagon,123,1.4,Gas,yes,2013,Touran,front,6
VAZ,3250,sedan,125,1.5,Gas,yes,2006,21099,front,13
Audi,1999,sedan,400,1.6,Diesel,yes,1986,80,front,33
Toyota,11700,crossover,126,2.4,Gas,yes,2008,Rav 4,full,11
Chevrolet,5999,sedan,100,1.6,Petrol,yes,2006,Lacetti,front,13
VAZ,1400,sedan,1,1.5,Gas,yes,1996,2106,rear,23
Chevrolet,18500,sedan,51,2.4,Gas,yes,2012,Malibu,front,7
Mercedes-Benz,1350,sedan,360,2.5,Diesel,no,1989,E-Class,rear,30
VAZ,2650,sedan,101,1.5,Petrol,yes,2005,21099,front,14
Porsche,69900,sedan,40,3,Diesel,yes,2013,Panamera,rear,6
VAZ,2400,vagon,187,1.5,Petrol,yes,2000,2111,front,19
Toyota,11800,sedan,90,1.8,Petrol,yes,2008,Avensis,front,11
BYD,4900,sedan,92,1.6,Petrol,yes,2007,F3,front,12
VAZ,2950,hatch,167,1.5,Gas,yes,2005,2114,front,14
SsangYong,16700,crossover,39,2.7,Diesel,yes,2013,Rexton,full,6
Audi,2550,vagon,1,2.5,Diesel,no,1998,A6,front,21
Volkswagen,11700,van,185,1.4,Petrol,yes,2008,Cross Touran,front,11
VAZ,2650,hatch,125,1.5,Petrol,yes,2004,21093,front,15
VAZ,1500,sedan,200,1.5,Petrol,yes,2000,2105,rear,19
VAZ,3000,sedan,165,1.6,Other,yes,2006,1118,front,13
Fiat,1600,other,2,1,Petrol,yes,1992,Panda,front,27
Opel,1250,sedan,200,1.6,Petrol,no,1996,Vectra B,front,23
Audi,13700,sedan,300,2,Diesel,yes,2005,A6,front,14
Skoda,13777,vagon,175,1.6,Diesel,yes,2012,Octavia A5,front,7
Mercedes-Benz,1700,sedan,300,2,Gas,no,1998,E-Class,rear,21
Smart,4200,other,170,0.6,Petrol,yes,2000,Fortwo,rear,19
Kia,28900,crossover,58,2.2,Diesel,yes,2013,Sorento,full,6
Infiniti,14900,crossover,130,3.5,Gas,yes,2005,FX 35,full,14
MG,10500,hatch,57,1.8,Petrol,yes,2014,6,front,5
Mercedes-Benz,22900,sedan,74,2.2,Diesel,yes,2011,C-Class,rear,8
Renault,7450,other,190,NA,Diesel,yes,2004,Grand Scenic,front,15
Kia,11500,crossover,128,2.5,Diesel,yes,2009,Sorento,full,10
Audi,27300,other,65,2,Petrol,yes,2011,TT,full,8
Mercedes-Benz,0,sedan,0,3,Petrol,yes,2016,S 400,full,3
Mercedes-Benz,33900,other,100,5.5,Petrol,yes,2007,CL 500,rear,12
UAZ,8100,crossover,10,2.4,Petrol,yes,2015,31514,full,4
Porsche,0,sedan,5,4.8,Petrol,yes,2015,Panamera,full,4
Mercedes-Benz,0,sedan,6,3,Diesel,yes,2014,S 350,full,5
Hyundai,34500,crossover,0,2,Diesel,yes,2016,Tucson,full,3
Mazda,16264.95,hatch,0,1.5,Petrol,yes,2016,2,full,3
ZAZ,400,sedan,20,NA,Petrol,yes,1990,968,rear,29
Volkswagen,7000,van,250,2,Diesel,yes,2004,Caddy пасс.,front,15
Toyota,39500,other,1,2.8,Diesel,yes,2016,Hilux,full,3
Nissan,15800,crossover,150,4,Gas,yes,2008,Pathfinder,full,11
Mitsubishi,9800,sedan,81,2,Petrol,yes,2009,Lancer X,front,10
VAZ,2850,sedan,94,1.6,Petrol,yes,2007,1118,front,12
Infiniti,32000,crossover,87,3.7,Gas,yes,2011,FX 37,full,8
Seat,9000,hatch,180,2,Other,yes,2007,Toledo,front,12
Mazda,12500,vagon,73,2,Petrol,yes,2009,6,front,10
Mercedes-Benz,22000,crossover,160,4,Diesel,yes,2008,ML 400,full,11
Nissan,16000,crossover,54,1.6,Petrol,yes,2013,Juke,front,6
Peugeot,9999,hatch,65,1.6,Petrol,yes,2012,207,front,7
Nissan,17000,crossover,51,2.5,Petrol,yes,2011,X-Trail,full,8
Lexus,20000,crossover,123,3.5,Gas,yes,2008,RX 350,full,11
Hyundai,18000,crossover,55,2,Petrol,yes,2012,IX35,full,7
Subaru,14000,crossover,108,3,Petrol,yes,2007,Tribeca,full,12
Nissan,8500,sedan,89,1.6,Petrol,yes,2008,TIIDA,front,11
Peugeot,14500,sedan,75,1.6,Petrol,yes,2013,508,front,6
Volkswagen,22000,crossover,123,3,Diesel,yes,2009,Touareg,full,10
Suzuki,14000,crossover,81,2.4,Petrol,yes,2009,Grand Vitara,full,10
Mitsubishi,16000,crossover,59,NA,Petrol,yes,2012,ASX,front,7
Nissan,13500,crossover,95,2,Petrol,yes,2008,X-Trail,full,11
Mitsubishi,5800,vagon,230,1.6,Petrol,yes,2005,Space Star,front,14
Lexus,28500,sedan,130,4.6,Petrol,yes,2009,LS 460,full,10
Audi,10900,sedan,199,3,Petrol,yes,2004,A8,front,15
Mazda,10900,other,99,1.6,Petrol,yes,2009,3,front,10
VAZ,1555,sedan,125,1.35,Petrol,yes,1987,2106,rear,32
Ford,1100,hatch,61,1.1,Petrol,yes,1986,Fiesta,front,33
VAZ,2500,hatch,200,1.5,Petrol,yes,2002,2112,front,17
Citroen,9000,other,146,1.6,Diesel,yes,2007,Jumpy пасс.,front,12
Hyundai,10700,hatch,114,1.6,Diesel,yes,2011,i30,front,8
VAZ,2300,hatch,137,1.5,Gas,yes,2004,2109,front,15
Bentley,547800,sedan,0,6.75,Petrol,yes,2016,Mulsanne,rear,3
Smart,5950,hatch,150,1.3,Petrol,yes,2004,Forfour,front,15
VAZ,3500,sedan,105,1.6,Gas,yes,2008,1118,front,11
Peugeot,11900,crossover,167,1.6,Diesel,yes,2011,3008,front,8
Moskvich-AZLK,1500,hatch,1,1.4,Petrol,yes,1964,403,rear,55
Volkswagen,20900,sedan,25,2,Diesel,yes,2015,Jetta,front,4
Chevrolet,4999,sedan,117,1.6,Petrol,yes,2008,Aveo,front,11
Audi,9700,sedan,249,2.5,Diesel,yes,2004,A6,full,15
SsangYong,12300,crossover,100,2.7,Diesel,yes,2010,Rexton,full,9
Mitsubishi,24000,crossover,20,2.5,Diesel,yes,2013,Pajero Sport,full,6
Kia,12800,hatch,50,1.6,Petrol,yes,2012,Soul,front,7
Renault,12000,van,137,1.5,Diesel,yes,2012,Grand Scenic,front,7
Chevrolet,6200,sedan,125,2.5,Gas,yes,2005,Evanda,front,14
ZAZ,800,hatch,247,1.1,Gas,yes,1994,1102 Таврия,front,25
Kia,22000,crossover,75,2.4,Gas,yes,2011,Sorento,full,8
Toyota,17777,other,120,2.7,Gas,yes,2006,Land Cruiser Prado,full,13
Land Rover,29999,other,130,3.6,Diesel,yes,2009,Range Rover Sport,full,10
Toyota,39500,other,100,4.5,Diesel,yes,2008,Land Cruiser 200,full,11
Toyota,21999,other,65,2.5,Petrol,yes,2012,Camry,front,7
Toyota,63333,other,33,4.5,Diesel,yes,2013,Land Cruiser 200,full,6
Audi,23333,other,150,4.2,Petrol,yes,2007,Q7,full,12
Toyota,25999,other,108,4,Petrol,yes,2008,Land Cruiser Prado,full,11
Skoda,14777,other,100,1.8,Petrol,yes,2011,Octavia Scout,full,8
Toyota,16500,other,130,2.7,Gas,yes,2004,Land Cruiser Prado,full,15
Jaguar,39900,sedan,22,2,Petrol,yes,2015,XE,rear,4
Audi,48900,other,82,4.2,Petrol,yes,2007,R8,full,12
Chevrolet,75000,other,10,6.2,Petrol,yes,2011,Corvette,rear,8
VAZ,2000,hatch,162,1.5,Gas,yes,2001,21093,front,18
Volkswagen,6900,sedan,320,1.8,Gas,yes,2002,Passat B5,front,17
Renault,3400,hatch,77,1.8,Other,yes,1994,Laguna,front,25
Volkswagen,9599,sedan,140,1.8,Petrol,yes,2008,Passat B6,front,11
Renault,15000,sedan,21,1.5,Diesel,yes,2014,Fluence,front,5
Peugeot,7400,hatch,145,2,Gas,yes,2006,307,front,13
Mitsubishi,21000,crossover,29,2,Gas,yes,2014,ASX,full,5
Mercedes-Benz,43999,sedan,132,3,Diesel,yes,2010,S 350,rear,9
Chevrolet,5700,sedan,130,1.6,Petrol,yes,2006,Lacetti,front,13
Renault,9700,van,152,2,Diesel,yes,2010,Trafic груз.,front,9
BMW,13000,sedan,90,5,Petrol,no,2008,M5,rear,11
Skoda,5600,vagon,174,1.4,Petrol,yes,2001,Fabia,front,18
VAZ,1999,hatch,10,1.3,Petrol,yes,1993,2109,front,26
BMW,37500,other,55,2,Petrol,yes,2014,428,rear,5
Ford,5000,hatch,180,1.3,Petrol,yes,2006,Fiesta,front,13
Opel,4900,van,240,1.3,Diesel,yes,2006,Combo пасс.,front,13
BMW,18700,crossover,260,3,Diesel,yes,2006,X5,full,13
Moskvich-AZLK,550,sedan,30,99.99,Petrol,yes,1971,412,rear,48
Renault,10500,hatch,148,1.5,Diesel,yes,2012,Megane,front,7
Mitsubishi,8200,sedan,160,2,Gas,yes,2007,Lancer X,front,12
SsangYong,10500,crossover,106,2,Diesel,yes,2008,Actyon,full,11
Renault,7800,van,200,1.9,Diesel,yes,2002,Trafic пасс.,front,17
Skoda,10900,vagon,95,2,Petrol,yes,2008,Octavia Scout,full,11
Daewoo,2780,hatch,62,0.8,Petrol,yes,2007,Matiz,front,12
Smart,21091.34235,hatch,0,0.9,Petrol,yes,2016,Forfour,rear,3
Ford,4700,hatch,192,1.4,Other,yes,2008,Fiesta,front,11
Jaguar,32500,other,43,4.2,Petrol,yes,2007,XKR,rear,12
BMW,13950,crossover,278,3,Diesel,yes,2003,X5,full,16
Nissan,3200,sedan,177,1.6,Gas,yes,1995,Primera,front,24
Mercedes-Benz,11000,sedan,263,3.2,Diesel,yes,2001,E-Class,rear,18
VAZ,1300,sedan,160,1.5,Gas,yes,1991,2106,rear,28
Audi,39999,crossover,45,2,Diesel,yes,2014,Q3,full,5
BMW,19500,sedan,190,6,Petrol,yes,2004,760,rear,15
Land Rover,35750,crossover,71,2.2,Diesel,yes,2013,Range Rover Evoque,full,6
Acura,30999,crossover,32,3.7,Other,yes,2010,ZDX,full,9
Fiat,1900,sedan,290,1.6,Gas,yes,1996,Tempra,front,23
Peugeot,2000,van,496,2.5,Other,yes,1996,Boxer пасс.,front,23
Chevrolet,6999,hatch,113,1.8,Other,yes,2007,Lacetti,front,12
Citroen,1650,sedan,240,2.2,Diesel,no,2001,C5,front,18
Renault,5800,van,143,1.5,Diesel,yes,2007,Kangoo пасс.,front,12
Volkswagen,2900,hatch,230,1.6,Petrol,yes,2000,Golf IV,front,19
Citroen,1600,sedan,200,2,Diesel,yes,2000,Xantia,front,19
Hyundai,0,crossover,0,2.2,Diesel,yes,2016,Santa FE,full,3
Opel,1400,vagon,200,1.6,Petrol,no,1998,Vectra B,front,21
Land Rover,39900,crossover,120,5,Petrol,yes,2012,Range Rover,full,7
Ford,6899,van,189,2,Diesel,yes,2006,Transit пасс.,front,13
Land Rover,46900,crossover,50,5,Petrol,yes,2012,Range Rover,full,7
Geely,8400,sedan,53,2,Gas,yes,2014,Emgrand 8,front,5
Lexus,55000,crossover,85,5.7,Gas,yes,2011,LX 570,full,8
Mercedes-Benz,31990,crossover,95,4.7,Petrol,yes,2010,GL 450,full,9
Mercedes-Benz,24990,sedan,85,5.5,Petrol,yes,2008,S 500,full,11
Mercedes-Benz,30500,sedan,89,6.3,Petrol,yes,2008,CLS 63 AMG,rear,11
Mercedes-Benz,23900,sedan,187,5.5,Petrol,yes,2007,S 550,full,12
BMW,52222,hatch,3,2,Diesel,yes,2016,4 Series Gran Coupe,full,3
Nissan,9000,sedan,25,1.6,Petrol,yes,2011,Almera,front,8
Audi,6200,sedan,200,1.8,Petrol,yes,2003,A4,front,16
Mercedes-Benz,8400,other,457,5,Gas,yes,1996,S 140,rear,23
Audi,8600,sedan,260,2.5,Diesel,yes,2002,A6,front,17
Alfa Romeo,2300,sedan,94,1.8,Petrol,no,2000,156,front,19
Mitsubishi,15900,crossover,180,3,Gas,yes,2008,Pajero Wagon,full,11
Nissan,21999,crossover,109,3,Diesel,yes,2005,Patrol,full,14
Volvo,17000,sedan,135,1.6,Petrol,yes,2012,S60,front,7
Hyundai,33500,crossover,0,2,Petrol,yes,2016,Tucson,full,3
Volkswagen,2600,sedan,280,2.5,Diesel,no,2000,Passat B5,front,19
Volkswagen,16800,crossover,249,5,Diesel,yes,2005,Touareg,full,14
Citroen,14222,van,42,1.6,Diesel,yes,2015,Berlingo пасс.,front,4
Opel,3800,sedan,327,1.8,Petrol,yes,1998,Vectra B,front,21
Infiniti,27900,sedan,49,2.5,Petrol,yes,2013,G25,rear,6
Volkswagen,7750,van,235,1.9,Diesel,yes,2004,T5 (Transporter) пасс.,front,15
Citroen,5777,other,103,1.6,Petrol,yes,2008,C4,front,11
BMW,6699,sedan,299,2.2,Petrol,yes,2001,523,rear,18
Porsche,36999,crossover,112,3,Diesel,yes,2010,Cayenne,full,9
Audi,6499,sedan,270,4.2,Petrol,yes,2000,S8,full,19
Hyundai,9650,crossover,170,2,Diesel,yes,2006,Tucson,full,13
BMW,9100,sedan,230,2,Gas,yes,2004,318,rear,15
Fiat,2900,vagon,270,1.9,Diesel,no,2004,Doblo пасс.,front,15
Fiat,6500,van,170,1.3,Diesel,yes,2009,Fiorino пасс.,front,10
Toyota,8500,hatch,55,1,Petrol,yes,2011,Aygo,front,8
Volvo,24000,vagon,55,1.6,Diesel,yes,2013,V40,front,6
BMW,3000,sedan,350,99.99,Other,yes,1992,520,rear,27
Chevrolet,0,van,130,4.3,Petrol,yes,1998,Astro пасс.,full,21
Samand,5500,sedan,95,1.8,Gas,yes,2007,EL,front,12
VAZ,4000,sedan,150,1.6,Petrol,yes,2007,2170,front,12
Peugeot,7500,other,167,1.6,Diesel,yes,2010,Partner груз.,front,9
Kia,9750,crossover,150,2,Petrol,yes,2008,Sportage,front,11
Fiat,3650,van,120,2,Diesel,yes,2001,Scudo груз.,front,18
Audi,39900,other,12,1.8,Petrol,yes,2014,A5,front,5
Mercedes-Benz,5400,sedan,285,2.2,Diesel,no,2002,220,rear,17
Volkswagen,2200,hatch,33,1.9,Diesel,yes,1985,Golf II,front,34
Kia,8500,sedan,150,2,Gas,yes,2008,Magentis,front,11
Mitsubishi,22500,other,57,2.5,Other,yes,2013,L 200,full,6
Infiniti,42000,crossover,33,3.7,Petrol,yes,2014,QX70,full,5
Mercedes-Benz,7300,hatch,176,1.4,Petrol,yes,2004,A 140,front,15
Mazda,7000,sedan,170,2,Petrol,yes,2005,3,front,14
Kia,3300,van,300,2.2,Diesel,yes,1998,Besta,rear,21
BMW,17800,vagon,159,3,Diesel,yes,2008,530,rear,11
Hyundai,15450,crossover,63,2,Petrol,yes,2011,Tucson,full,8
BMW,7400,sedan,279,3.5,Gas,yes,1998,735,rear,21
Chevrolet,7500,sedan,120,2.5,Gas,yes,2006,Evanda,front,13
Mercedes-Benz,4900,van,248,2.2,Diesel,yes,2003,Vito груз.,front,16
VAZ,4200,hatch,73,1.6,Petrol,yes,2010,2114,front,9
Subaru,18500,sedan,51,2.5,Petrol,yes,2011,Impreza,full,8
Smart,3499,sedan,145,6,Petrol,yes,2000,Fortwo,rear,19
Opel,3999,van,230,1.7,Diesel,yes,1999,Combo груз.,front,20
Mitsubishi,22800,crossover,43,2.4,Petrol,yes,2013,Outlander,full,6
Daewoo,3199,sedan,255,1.6,Gas,yes,1998,Nubira,front,21
Renault,7300,van,200,1.5,Diesel,yes,2007,Megane,front,12
Chevrolet,6000,sedan,189,1.6,Petrol,yes,2006,Lacetti,front,13
Audi,11900,sedan,195,2.4,Gas,yes,2005,A6,front,14
Subaru,17000,sedan,115,2,Other,yes,2004,Impreza WRX STI,full,15
Hyundai,5500,hatch,110,1.4,Petrol,yes,2007,Getz,front,12
Volkswagen,17900,other,119,2,Diesel,yes,2012,T6 (Transporter) пасс.,front,7
Nissan,2000,sedan,268,2.2,Diesel,no,2000,Almera,front,19
Alfa Romeo,12000,sedan,150,2.2,Petrol,yes,2008,159,front,11
Audi,8400,sedan,260,1.8,Gas,yes,2003,A4,front,16
Renault,7900,van,149,1.5,Diesel,yes,2013,Kangoo груз.,front,6
Land Rover,11000,crossover,270,2.5,Diesel,yes,1996,Range Rover,full,23
BMW,0,crossover,0,2,Diesel,yes,2016,X5,full,3
VAZ,1600,sedan,123,1.3,Petrol,yes,1988,2109,front,31
Mercedes-Benz,5800,sedan,366,3.2,Gas,yes,1991,S 320,rear,28
VAZ,5990,crossover,1,1.7,Petrol,yes,1981,2121,full,38
Ford,9900,van,213,2.2,Diesel,yes,2012,Transit груз.,front,7
BMW,0,hatch,107,2,Petrol,yes,2006,118,rear,13
BMW,68500,sedan,43,4.4,Petrol,yes,2013,750,full,6
Audi,2000,vagon,310,2.5,Other,no,1998,A6,front,21
Toyota,2800,sedan,287,1.3,Petrol,yes,1995,Corolla,front,24
VAZ,1500,vagon,300,1.2,Petrol,yes,1980,2102,rear,39
Land Rover,169900,crossover,0,4.4,Diesel,yes,2016,Range Rover,full,3
Honda,4000,sedan,350,1.5,Petrol,yes,1998,Civic,front,21
Kia,9300,sedan,163,3.5,Petrol,yes,2006,Opirus,front,13
Suzuki,10800,hatch,85,1.6,Petrol,yes,2011,SX4,front,8
Skoda,7900,sedan,155,1.6,Gas,yes,2006,Octavia A5,front,13
Toyota,27000,other,105,2.5,Diesel,yes,2013,Hilux,full,6
Mazda,1500,sedan,1,2,Gas,yes,1986,626,front,33
Peugeot,6000,van,185,2,Diesel,yes,2005,Partner пасс.,front,14
Peugeot,8300,other,211,3,Gas,yes,2006,407,front,13
Kia,18300,crossover,119,2.4,Gas,yes,2011,Sorento,full,8
Volkswagen,8350,van,1,1.6,Diesel,yes,2011,Caddy груз.,front,8
Toyota,18000,crossover,320,4.2,Diesel,yes,1999,Land Cruiser 100,full,20
Toyota,47700,crossover,810,4.7,Gas,yes,2010,Land Cruiser 200,full,9
Opel,11550,sedan,48,2.2,Petrol,yes,2009,Vectra C,front,10
Lincoln,6500,other,59,4.6,Petrol,yes,1995,Town Car,rear,24
VAZ,926.25,sedan,150,1.2,Petrol,yes,1986,2101,rear,33
Renault,14500,sedan,98,1.5,Diesel,yes,2014,Fluence,front,5
Volkswagen,0,van,123,1.2,Petrol,yes,2013,Caddy пасс.,front,6
Hyundai,6999,sedan,71,1.4,Other,yes,2008,Accent,front,11
Rover,2850,sedan,269,2,Diesel,no,2002,75,front,17
BMW,65000,crossover,58,4.4,Petrol,yes,2014,X5,full,5
BMW,18100,crossover,200,4.8,Petrol,yes,2005,X5,full,14
Toyota,22900,crossover,34,2,Petrol,yes,2012,Rav 4,full,7
Opel,3500,vagon,392,1.7,Diesel,yes,1999,Astra G,front,20
Audi,13300,sedan,207,4.2,Petrol,yes,2004,A8,full,15
Mercedes-Benz,13300,sedan,358,5,Gas,yes,2003,S 500,full,16
Hyundai,9500,hatch,45,1.4,Petrol,yes,2011,i20,front,8
Renault,7200,vagon,224,1.5,Diesel,yes,2004,Megane,front,15
Volvo,5000,sedan,310,2,Petrol,yes,1996,S40,front,23
Volkswagen,14900,sedan,73,NA,Petrol,yes,2012,Jetta,front,7
Mercedes-Benz,13999,van,98,2.2,Diesel,yes,2011,Vito груз.,full,8
Hyundai,9700,vagon,42,1.8,Petrol,yes,2011,Matrix,front,8
SsangYong,20410.845,crossover,0,2,Diesel,yes,2014,Korando,front,5
Kia,11200,other,151,2.5,Diesel,yes,2007,Sorento,full,12
SsangYong,21337.095,crossover,0,2,Diesel,yes,2014,Kyron,full,5
SsangYong,19595.745,crossover,0,2,Diesel,yes,2014,Korando,front,5
Volkswagen,7800,sedan,220,1.8,Gas,yes,2002,Passat B5,front,17
VAZ,2500,vagon,125,1.5,Gas,yes,2007,2104,rear,12
Volkswagen,7350,hatch,180,1.4,Petrol,yes,2003,Golf IV,front,16
SsangYong,12000,crossover,124,2,Diesel,yes,2008,Kyron,full,11
Nissan,15300,hatch,25,NA,Other,yes,2013,Leaf,front,6
Toyota,76500,crossover,29,4.5,Diesel,yes,2014,Land Cruiser 200,full,5
Audi,1700,sedan,177,1.6,Petrol,no,1996,A4,front,23
Dodge,4300,sedan,263,3.5,Petrol,yes,1995,Intrepid,front,24
Ford,6500,vagon,171,1.4,Petrol,yes,2008,Fusion,front,11
Subaru,21000,sedan,3,2.5,Petrol,yes,2007,Impreza WRX STI,full,12
Volkswagen,5300,van,505,2.4,Diesel,yes,1995,T4 (Transporter) пасс.,front,24
Volkswagen,7300,sedan,125,1.6,Petrol,yes,2005,Golf Plus,front,14
Skoda,9500,hatch,118,1.8,Petrol,yes,2009,Octavia,front,10
Suzuki,9700,hatch,114,1.6,Petrol,yes,2009,SX4,front,10
Mercedes-Benz,5990,sedan,400,2,Gas,yes,1998,E-Class,rear,21
Citroen,6500,van,177,1.4,Diesel,yes,2008,Nemo пасс.,front,11
Mercedes-Benz,18500,van,170,2.2,Diesel,yes,2010,Vito пасс.,rear,9
Mitsubishi,7000,sedan,158,1.6,Petrol,yes,2007,Lancer,front,12
Opel,3100,sedan,230,2,Diesel,yes,1998,Vectra B,front,21
BMW,52300,sedan,55,3,Diesel,yes,2013,5 Series GT,full,6
